gene,Feature,Importance,Importance_normalized
129,Feature_1,0.0009639530557912,1.0405913546304317
273,Feature_2,0.0025636246634187,1.1079523501969064
380,Feature_3,0.0001734234234234,1.007302732886328
542,Feature_4,0.0007869896200822,1.0331395544288258
545,Feature_5,0.0008473642977672,1.0356818877280323
753,Feature_6,0.0,1.0
781,Feature_7,0.0041794535142827,1.1759937153997682
862,Feature_8,0.0006914454806312,1.0291162609457922
1016,Feature_9,0.0004471544715447,1.0188293461180602
1140,Feature_10,0.0007069094807335,1.029767438623363
1333,Feature_11,0.0023370825208471,1.0984128270919
1660,Feature_12,0.0007142857142857,1.0300780463963821
1661,Feature_13,0.0018961757007328,1.0798465649832687
1732,Feature_14,0.005377753224011,1.22645323537214
1965,Feature_15,0.0007754150935736,1.032652159625347
2010,Feature_16,0.0033248187997714,1.1400056757667258
2099,Feature_17,0.0010888624922224,1.0458511991844848
2147,Feature_18,0.0029148944296913,1.1227440618555378
2556,Feature_19,0.0005004777285774,1.0210747492767103
2610,Feature_20,0.0015738487924108,1.0662736157986323
2686,Feature_21,0.0008731044591014,1.036765787001637
2823,Feature_22,0.0,1.0
2890,Feature_23,0.000802962775621,1.0338121722675755
2897,Feature_24,0.0036462733992183,1.153541892665818
3017,Feature_25,0.0024791817774149,1.104396522336613
3074,Feature_26,0.0,1.0
3094,Feature_27,0.0014454782400249,1.060868026195803
3144,Feature_28,0.0004703783433094,1.0198072862874794
3307,Feature_29,0.009157196136503,1.3856027983563202
3321,Feature_30,0.0231622195897003,1.9753440416470966
3591,Feature_31,0.0016798993643828,1.0707393274324237
3741,Feature_32,0.0005206905262321,1.0219258953286325
4108,Feature_33,0.0049136548904995,1.20691039568116
4170,Feature_34,0.0,1.0
4186,Feature_35,0.0007290742882848,1.0307007823772159
4333,Feature_36,0.0025787365272861,1.1085886996764618
4555,Feature_37,0.0016964814649572,1.0714375874990205
4626,Feature_38,0.0010474974693618,1.0441093484769808
4628,Feature_39,0.0007558071350271,1.0318264829036872
4684,Feature_40,0.0008931886145312,1.0376115160240265
4696,Feature_41,0.0005238095238095,1.022057234024013
4730,Feature_42,0.0003886746295392,1.0163668029565278
4879,Feature_43,0.0002454758556024,1.010336807843601
4894,Feature_44,0.0021262482225971,1.0895347497653027
4903,Feature_45,0.0,1.0
4945,Feature_46,0.001175359919838,1.0494935422818705
4958,Feature_47,0.0008769118445583,1.036926113204627
4961,Feature_48,0.0035816407013771,1.1508202572676707
4983,Feature_49,0.0006414932602585,1.0270128096630309
4992,Feature_50,0.0009188935771214,1.0386939331043938
5001,Feature_51,0.0008136231887135,1.0342610744270166
5027,Feature_52,0.0181015498721445,1.7622429596611187
5033,Feature_53,0.0014934657322138,1.0628887442189083
5085,Feature_54,0.0004557961435741,1.0191932405751998
5185,Feature_55,0.0011571779101458,1.0487279112183285
5266,Feature_56,0.0,1.0
5364,Feature_57,0.0,1.0
5381,Feature_58,0.0002563736681887,1.0107957067212268
5398,Feature_59,0.0035492310099758,1.1494555089853458
5535,Feature_60,0.0016414835335116,1.0691216650318043
5628,Feature_61,0.0077766102407308,1.3274673410782012
5656,Feature_62,0.0041225255838922,1.1735965220956186
5749,Feature_63,0.00139803651059,1.0588702898411084
5771,Feature_64,0.0347191185416242,2.461996561671081
6040,Feature_65,0.0055331291768356,1.2329960025372566
6082,Feature_66,0.003797313371771,1.159902074888826
6381,Feature_67,0.0004832404714958,1.0203489010511648
6420,Feature_68,0.0012641704003961,1.0532332863384668
6434,Feature_69,0.0039921657732214,1.1681071662886064
6483,Feature_70,0.0016228245205332,1.0683359477104992
6558,Feature_71,0.0001225614548203,1.0051609727742905
6562,Feature_72,0.0009087072017532,1.038264992325084
6577,Feature_73,0.0009789114571031,1.0412212419145768
6626,Feature_74,0.0,1.0
6768,Feature_75,0.0042511799070775,1.1790140610782263
6829,Feature_76,0.0009930144485565,1.0418151085183451
7199,Feature_77,0.0070678602487235,1.297622399877957
7350,Feature_78,0.0021629062423565,1.0910783920320746
7501,Feature_79,0.0002171690463599,1.0091448289131797
7582,Feature_80,0.0187647110122494,1.7901681878176134
7624,Feature_81,0.0020606082736526,1.0867706997635704
7649,Feature_82,0.0007512829583481,1.0316359731492082
7709,Feature_83,0.0029455025850254,1.1240329487782832
7737,Feature_84,0.0026439977168331,1.1113368003983706
7764,Feature_85,0.0010315809814916,1.0434391168721027
7766,Feature_86,0.0020749435966015,1.0873743496758401
7817,Feature_87,0.0002514639639639,1.0105889626851743
7832,Feature_88,0.0002453516269305,1.010331576665541
7988,Feature_89,0.0011007223335867,1.0463506083868177
8002,Feature_90,0.0001953323186199,1.0082253003590274
8031,Feature_91,0.002521572598148,1.1061815686385201
8035,Feature_92,0.0009030897694133,1.0380284463783167
8044,Feature_93,0.0084546580285849,1.3560194350290575
8057,Feature_94,0.0003736112203183,1.0157324938665202
8102,Feature_95,0.0002309191782875,1.0097238368616843
8130,Feature_96,0.0,1.0
8145,Feature_97,0.0012107890928908,1.0509854387170852
8240,Feature_98,0.0008775467148884,1.0369528471275693
8243,Feature_99,0.0019161292265964,1.0806867932906443
8673,Feature_100,0.0002530018603077,1.0106537223697887
8714,Feature_101,0.0023037404319726,1.0970088162373326
8722,Feature_102,0.0019166738147357,1.0807097254968934
8768,Feature_103,0.0018078020709874,1.0761252163932902
8777,Feature_104,0.0,1.0
8793,Feature_105,0.0008616746946917,1.0362844880237363
8796,Feature_106,0.0037599420565882,1.158328396276079
8798,Feature_107,0.000362596307758,1.015268663995063
8807,Feature_108,0.0012399634017934,1.0522139474205419
8809,Feature_109,0.0026138033249539,1.1100653367505762
8853,Feature_110,0.0007162057285126,1.03015889678418
8878,Feature_111,0.0,1.0
8967,Feature_112,0.0015126395830983,1.0636961409860102
9029,Feature_113,0.0152281194736488,1.6412449176812962
9104,Feature_114,0.0002611829552681,1.0109982222650975
9138,Feature_115,0.0,1.0
9207,Feature_116,0.0192497313230194,1.8105920365923527
9348,Feature_117,0.0006894269697913,1.0290312629380205
9442,Feature_118,0.0008849932249322,1.0372664141919932
9456,Feature_119,0.0010817747879409,1.045552741166973
9526,Feature_120,0.0031527568441189,1.1327602732874902
9567,Feature_121,0.0002719092763251,1.0114498997604786
9622,Feature_122,0.0023218776665191,1.097772561852401
9676,Feature_123,0.0243351304155419,2.0247344543809733
9738,Feature_124,0.0043316042638087,1.1824006716246507
9880,Feature_125,0.0,1.0
10695,Feature_126,0.0012418851194828,1.0522948695398935
10724,Feature_127,0.000250061050061,1.0105298870119281
10812,Feature_128,0.0064598566600486,1.2720198156688938
10857,Feature_129,0.0006643498365807,1.0279752832913451
10883,Feature_130,0.0477948385030519,3.0126055180033844
11167,Feature_131,0.0001746031746031,1.0073524113413348
11181,Feature_132,0.0422988375684442,2.7811729584554135
11236,Feature_133,0.0002533804559164,1.0106696647525861
11281,Feature_134,0.0062442680751917,1.2629415388278948
11415,Feature_135,0.0011123616306944,1.046840730632615
11659,Feature_136,0.0007247989118442,1.0305207494178967
11743,Feature_137,0.0008974695532124,1.0377917832052088
11927,Feature_138,0.0002425156320704,1.0102121550065661
11993,Feature_139,0.0006475571567763,1.0272681558881582
12093,Feature_140,0.0056335053081303,1.2372227676450966
12097,Feature_141,0.0008376596587313,1.0352732325115774
12154,Feature_142,0.0006736658268437,1.0283675727936474
12444,Feature_143,0.0001262974931453,1.0053182946019996
12588,Feature_144,0.0003809523809523,1.0160416247447341
12705,Feature_145,0.0035733900843175,1.1504728298478664
12813,Feature_146,0.000821319000976,1.0345851394246217
12836,Feature_147,0.0004132398612408,1.0174012268069297
12960,Feature_148,0.0005694607564953,1.0239795738766988
13242,Feature_149,0.0006836910658594,1.028789728239596
13291,Feature_150,0.0009194640155497,1.0387179538473117
13346,Feature_151,0.0020088235134822,1.0845900815769272
13484,Feature_152,0.0015453019002123,1.0650715271514057
13526,Feature_153,0.0018880342641964,1.0795037350750436
13598,Feature_154,0.0017495630586968,1.0736728143940315
13600,Feature_155,0.0007597794363713,1.031993753593471
13656,Feature_156,0.0401368427481854,2.6901329457379366
13657,Feature_157,0.0712432288526174,4.0
13667,Feature_158,0.0193919802555876,1.8165820345834238
13796,Feature_159,0.0005730171597859,1.0241293314051494
13915,Feature_160,0.0004480989570143,1.0188691177069455
14044,Feature_161,0.0013463634682692,1.0566943760109941
14070,Feature_162,0.0,1.0
14074,Feature_163,0.0019579323622593,1.0824470926062204
14156,Feature_164,0.0017383823235422,1.0732020018550157
14194,Feature_165,0.0,1.0
14214,Feature_166,0.002162830272301,1.091075192988879
14234,Feature_167,0.0040540107260712,1.1707114117942843
14257,Feature_168,0.0,1.0
14259,Feature_169,0.0002173667570009,1.0091531543629462
14266,Feature_170,0.0090949975961268,1.3829836635398085
14268,Feature_171,0.0035543147110979,1.149669579902848
14269,Feature_172,0.0032366486790768,1.1362928967932882
14329,Feature_173,0.0045208558246689,1.190369915744048
14407,Feature_174,0.0007204538763097,1.0303377831653358
14486,Feature_175,0.0002308802308802,1.0097221968149912
14535,Feature_176,0.000945081173909,1.039796673556056
14546,Feature_177,0.0,1.0
14577,Feature_178,0.0004306370883702,1.018133811253603
14578,Feature_179,0.001363552154345,1.0574181789471873
14689,Feature_180,0.0004604156060863,1.0193877627460755
14695,Feature_181,0.0005208861829866,1.021934134290748
14709,Feature_182,0.0007813485492257,1.0329020130814999
14827,Feature_183,0.0004327070839167,1.018220977244526
14865,Feature_184,0.0001959952486,1.0082532158532058
14932,Feature_185,0.0004292229729729,1.018074263893661
15003,Feature_186,0.0002480831741377,1.0104466001106258
15043,Feature_187,0.0004476744186046,1.018851240706568
15051,Feature_188,0.0018827067801656,1.0792793986384475
15129,Feature_189,0.0,1.0
15388,Feature_190,0.0010073662838889,1.042419453754947
15566,Feature_191,0.0012123835514728,1.0510525801959743
16099,Feature_192,0.0,1.0
16103,Feature_193,0.0005413328783802,1.02279512960453
16199,Feature_194,0.0015099775046974,1.0635840428212957
16239,Feature_195,0.0,1.0
16358,Feature_196,0.0063450392000336,1.2671849368236694
16557,Feature_197,0.0,1.0
16564,Feature_198,0.0001736287276622,1.007311378096916
16625,Feature_199,0.0014746365608583,1.0620958616534175
16684,Feature_200,0.0367359099152485,2.546922163981856
16692,Feature_201,0.0003496697901607,1.0147243378406137
16724,Feature_202,0.0006857728737589,1.0288773916400213
16755,Feature_203,0.0013713573320866,1.0577468492447286
16996,Feature_204,0.0028537216181715,1.1201681197272122
17124,Feature_205,0.0085823392825313,1.361395998781265
17217,Feature_206,0.0,1.0
17428,Feature_207,0.0019817057200418,1.0834481712279522
17436,Feature_208,0.0020025112878209,1.0843242783941003
17479,Feature_209,0.0010191529118654,1.0429157799953346
17567,Feature_210,0.0,1.0
17582,Feature_211,0.0001306634990666,1.0055021439021345
17662,Feature_212,0.0081430077513061,1.3428960709298452
17722,Feature_213,0.0004704176973059,1.019808943455345
17779,Feature_214,0.0008862770139661,1.037320473604568
17882,Feature_215,0.0009563022619896,1.0402691853271246
18005,Feature_216,0.0015934539430662,1.067099174282062
18084,Feature_217,0.0005226539962667,1.0220085756085506
18095,Feature_218,0.00051519586388,1.02169451913581
18216,Feature_219,0.0027814529379083,1.1171249387220654
18219,Feature_220,0.0002944848540299,1.0124005407435608
18266,Feature_221,0.0,1.0
18402,Feature_222,0.0024845444408915,1.1046223401538133
18593,Feature_223,0.0016065148915842,1.0676491612237693
18844,Feature_224,0.0023784306168534,1.1001539650220113
18919,Feature_225,0.0007932211377953,1.033401959059278
18970,Feature_226,0.0006517477843697,1.027444620135816
18971,Feature_227,0.0042853170992209,1.1804515531470101
19053,Feature_228,0.0,1.0
19106,Feature_229,0.0011473674731392,1.048314800927094
19212,Feature_230,0.0051923817881772,1.2186473804655376
19213,Feature_231,0.0077600846636183,1.3267714611730375
19279,Feature_232,0.0002486553036036,1.010470692061894
19310,Feature_233,0.0012793377513607,1.0538719723388996
19316,Feature_234,0.015843548870247,1.6671601972037062
19322,Feature_235,0.0009904630206967,1.0417076697665835
19388,Feature_236,0.0006731280360039,1.0283449268166838
19457,Feature_237,0.0057070246185797,1.2403186117681146
19520,Feature_238,0.0003635183382018,1.0153074900193175
19602,Feature_239,0.0072974364482939,1.3072896848930142
19683,Feature_240,0.0020145410411735,1.0848308424653674
19770,Feature_241,0.0012415955795023,1.0522826772241396
19799,Feature_242,0.0008848077942709,1.0372586058431457
19860,Feature_243,0.0006954088372232,1.0292831549786357
19875,Feature_244,0.000895562540965,1.0377114803212109
19947,Feature_245,0.0012103135162957,1.0509654125362358
20200,Feature_246,0.0002239945698286,1.0094322466893795
20252,Feature_247,0.0008487495195987,1.0357402184011562
20327,Feature_248,0.0,1.0
20392,Feature_249,0.0008902299523551,1.037486928934541
20393,Feature_250,0.0002578754578754,1.0108589459810506
20482,Feature_251,0.0005915466204368,1.0249095933731702
20530,Feature_252,0.0011190486573359,1.0471223164092227
20839,Feature_253,0.0020676630850231,1.087067772684778
20895,Feature_254,0.0011125031334077,1.0468466892078612
20940,Feature_255,0.0003297978382082,1.013887544550674
20950,Feature_256,0.0006131274131274,1.025818344690516
20969,Feature_257,0.0004760553755034,1.020046341940294
20979,Feature_258,0.0010976351351351,1.0462206087292507
21039,Feature_259,0.0,1.0
21047,Feature_260,0.0021829069674641,1.0919206078649215
21063,Feature_261,0.0011551997592103,1.0486446127364646
21074,Feature_262,0.0016641941134575,1.0700779908600264
21115,Feature_263,0.0002025684045095,1.008530006616989
21174,Feature_264,0.0020611036042448,1.0867915577707177
21333,Feature_265,0.0001734234234234,1.007302732886328
21382,Feature_266,0.0326305011407379,2.37404641814767
21395,Feature_267,0.0,1.0
21412,Feature_268,0.0055035347209132,1.231749801751623
21423,Feature_269,0.0003020363236103,1.0127185275769208
21488,Feature_270,0.0005015559114749,1.021120150766011
21528,Feature_271,0.0008290789378399,1.0349119046620572
21529,Feature_272,0.0020164548316768,1.0849114307767391
21557,Feature_273,0.0005879258116748,1.0247571237776598
21576,Feature_274,0.0025325128160823,1.1066422531741804
21852,Feature_275,0.0092312473060763,1.3887210386761053
21945,Feature_276,0.0015579574634228,1.0656044436157905
22059,Feature_277,0.0003030814215024,1.012762535880963
22218,Feature_278,0.0015287943561967,1.0643764066066974
22228,Feature_279,0.0005124641725006,1.0215794896197397
22299,Feature_280,0.0009066960456079,1.0381803040180957
22340,Feature_281,0.0007222390776849,1.030412956683042
22417,Feature_282,0.0018197996448397,1.0766304254094532
22670,Feature_283,0.0004931663521473,1.0207668725894299
22997,Feature_284,0.0021914527872496,1.0922804660545262
23092,Feature_285,0.007409771612786,1.3120200360983683
23286,Feature_286,0.0019236841568728,1.0810049258513692
23293,Feature_287,0.0028077936740421,1.1182341277590317
23342,Feature_288,0.0058878305168192,1.247932215242497
23344,Feature_289,0.0013958858762368,1.0587797282093083
23384,Feature_290,0.0203188998344381,1.855613936721157
23671,Feature_291,0.0004791178325661,1.0201752997561606
23786,Feature_292,0.0026378469654593,1.1110777967790992
23853,Feature_293,0.0012275051845524,1.0516893410498744
23984,Feature_294,0.0073085219555599,1.307756487455638
24010,Feature_295,0.0029243580528037,1.1231425680686113
24014,Feature_296,0.0016415028347077,1.069122477790985
24047,Feature_297,0.0003125290051817,1.0131603666852986
24049,Feature_298,0.0,1.0
24103,Feature_299,0.000376196990424,1.0158413787450138
24177,Feature_300,0.0021707408478499,1.0914083015106137
24190,Feature_301,0.0013292164346385,1.0559723270286479
24360,Feature_302,0.001283730014913,1.0540569273285754
24596,Feature_303,0.0095773191551354,1.4032938698615793
24641,Feature_304,0.0007725787975335,1.0325327252839038
24758,Feature_305,0.0043123384875036,1.1815894039456567
24861,Feature_306,0.0008492762384653,1.0357623981454667
24978,Feature_307,0.0016480403939047,1.0693977696033699
25043,Feature_308,0.0014128374496424,1.0594935465052477
25072,Feature_309,0.0011209914182475,1.0472041246431933
25081,Feature_310,0.0002425156320704,1.0102121550065661
25108,Feature_311,0.0004213406292749,1.0177423441944162
25148,Feature_312,0.0,1.0
25153,Feature_313,0.0024308953210279,1.1023632151508778
25231,Feature_314,0.0,1.0
25382,Feature_315,0.0018819812515426,1.0792488471614292
25448,Feature_316,0.0015754216500184,1.066339847676367
25634,Feature_317,0.0003896103896103,1.016406207125296
25706,Feature_318,0.0020184757127172,1.0849965285919116
25749,Feature_319,0.0081828881258568,1.344575404188303
25827,Feature_320,0.0006964759121906,1.0293280887211647
25833,Feature_321,0.0023603783605334,1.0993937977775983
25890,Feature_322,0.0002476532765035,1.010428497437244
26015,Feature_323,0.0015135372246285,1.06373394001104
26017,Feature_324,0.0021566987943826,1.0908170009606477
26203,Feature_325,0.0016736279993423,1.070475244860304
26243,Feature_326,0.0119142764327847,1.5017014230544794
